Node_ID,Node_Text,P&ID,Equipment_Tag,Equipment_Description,Design_Conditions
Node 67516,Diesel Tanks 100-12/ 100-21 and Pumps,99-DWG-4133,TK-61869-15,Tank - 9000 Area Naphtha Heavy,"From 25134 Tank Farm Project PHA This node includes the diesel rundown from Splitter 1 and/or 2 to Diesel Tanks TK-61869-12/ 21. Normal operation is two diesel tanks. Diesel can be transferred between Diesel Tanks via Recirculation Pump P-4. Diesel Transfer Pumps P-1A/B send diesel to 38095"" pipeline to Galena Park Terminal ground or water shipping area. Diesel can be used to flush AGO lines and sent to feed pumps. Diesel flush can be returned to diesel tanks. TK-61869-12: - Capacity = 100,000 BBl - Design = Atm @ 200 degF - MDMT = 30 degF"
Node 67516,Diesel Tanks 100-12/ 100-21 and Pumps,99-DWG-4133,MIX-85424,Mixer - 9000 Area Naphtha Heavy Tank,"From 25134 Tank Farm Project PHA This node includes the diesel rundown from Splitter 1 and/or 2 to Diesel Tanks TK-61869-12/ 21. Normal operation is two diesel tanks. Diesel can be transferred between Diesel Tanks via Recirculation Pump P-4. Diesel Transfer Pumps P-1A/B send diesel to 38095"" pipeline to Galena Park Terminal ground or water shipping area. Diesel can be used to flush AGO lines and sent to feed pumps. Diesel flush can be returned to diesel tanks. TK-61869-12: - Capacity = 100,000 BBl - Design = Atm @ 200 degF - MDMT = 30 degF"
Node 67516,Diesel Tanks 100-12/ 100-21 and Pumps,99-DWG-9064,MIX-80058,Mixer - 9000 Area Diesel Tank,"From 25134 Tank Farm Project PHA This node includes the diesel rundown from Splitter 1 and/or 2 to Diesel Tanks TK-61869-12/ 21. Normal operation is two diesel tanks. Diesel can be transferred between Diesel Tanks via Recirculation Pump P-4. Diesel Transfer Pumps P-1A/B send diesel to 38095"" pipeline to Galena Park Terminal ground or water shipping area. Diesel can be used to flush AGO lines and sent to feed pumps. Diesel flush can be returned to diesel tanks. TK-61869-12: - Capacity = 100,000 BBl - Design = Atm @ 200 degF - MDMT = 30 degF"
Node 67516,Diesel Tanks 100-12/ 100-21 and Pumps,99-DWG-9064,TK61869-21,Tank - 9000 Area Diesel,"From 25134 Tank Farm Project PHA This node includes the diesel rundown from Splitter 1 and/or 2 to Diesel Tanks TK-61869-12/ 21. Normal operation is two diesel tanks. Diesel can be transferred between Diesel Tanks via Recirculation Pump P-4. Diesel Transfer Pumps P-1A/B send diesel to 38095"" pipeline to Galena Park Terminal ground or water shipping area. Diesel can be used to flush AGO lines and sent to feed pumps. Diesel flush can be returned to diesel tanks. TK-61869-12: - Capacity = 100,000 BBl - Design = Atm @ 200 degF - MDMT = 30 degF"
Node 67516,Diesel Tanks 100-12/ 100-21 and Pumps,99-DWG-1209,P-4,Kerosene/Diesel Cargo Pump,"From 25134 Tank Farm Project PHA This node includes the diesel rundown from Splitter 1 and/or 2 to Diesel Tanks TK-61869-12/ 21. Normal operation is two diesel tanks. Diesel can be transferred between Diesel Tanks via Recirculation Pump P-4. Diesel Transfer Pumps P-1A/B send diesel to 38095"" pipeline to Galena Park Terminal ground or water shipping area. Diesel can be used to flush AGO lines and sent to feed pumps. Diesel flush can be returned to diesel tanks. TK-61869-12: - Capacity = 100,000 BBl - Design = Atm @ 200 degF - MDMT = 30 degF"
Node 67516,Diesel Tanks 100-12/ 100-21 and Pumps,99-DWG-3761,PM-53688A/B/C,Condensate Feed Pumps,"From 25134 Tank Farm Project PHA This node includes the diesel rundown from Splitter 1 and/or 2 to Diesel Tanks TK-61869-12/ 21. Normal operation is two diesel tanks. Diesel can be transferred between Diesel Tanks via Recirculation Pump P-4. Diesel Transfer Pumps P-1A/B send diesel to 38095"" pipeline to Galena Park Terminal ground or water shipping area. Diesel can be used to flush AGO lines and sent to feed pumps. Diesel flush can be returned to diesel tanks. TK-61869-12: - Capacity = 100,000 BBl - Design = Atm @ 200 degF - MDMT = 30 degF"
Node 67516,Diesel Tanks 100-12/ 100-21 and Pumps,99-DWG-3761,P-HX,Condensate Feed Pump,"From 25134 Tank Farm Project PHA This node includes the diesel rundown from Splitter 1 and/or 2 to Diesel Tanks TK-61869-12/ 21. Normal operation is two diesel tanks. Diesel can be transferred between Diesel Tanks via Recirculation Pump P-4. Diesel Transfer Pumps P-1A/B send diesel to 38095"" pipeline to Galena Park Terminal ground or water shipping area. Diesel can be used to flush AGO lines and sent to feed pumps. Diesel flush can be returned to diesel tanks. TK-61869-12: - Capacity = 100,000 BBl - Design = Atm @ 200 degF - MDMT = 30 degF"
Node 35174,AGO Tanks 100-13/ 120-22/ 120-23 and Pumps,99-DWG-2929,TK-97415-3,Tank - 9000 Area Feedstock,"From 25134 Tank Farm Project PHA This node includes the AGO rundown from Splitter 1 and/or 2 to AGO Tanks TK-61869-13/ 120-22/23. Normal operation is three AGO tanks. One tank of the three tanks will be set as low, medium and high quality. AGO can be transferred between AGO Tanks via Recirculation Pump P-5. AGO Transfer Pumps P-3A/B send AGO to 38095"" pipeline to Galena Park Terminal ground or water shipping area, or return to a feed tank. The AGO pig launcher was intended to pig the AGO transfer lines to the terminal. It has never been used in favor of diesel flushing the AGO lines. Heat Exchangers HX1/2 Exchangers can be used to circulate the feed tanks through HX1/2 and pre-heat the feed to the splitters as an energy efficiency. This is not"
Node 35174,AGO Tanks 100-13/ 120-22/ 120-23 and Pumps,99-DWG-2929,MIX-74045,Mixer - 9000 Area Feedstock Tank,"From 25134 Tank Farm Project PHA This node includes the AGO rundown from Splitter 1 and/or 2 to AGO Tanks TK-61869-13/ 120-22/23. Normal operation is three AGO tanks. One tank of the three tanks will be set as low, medium and high quality. AGO can be transferred between AGO Tanks via Recirculation Pump P-5. AGO Transfer Pumps P-3A/B send AGO to 38095"" pipeline to Galena Park Terminal ground or water shipping area, or return to a feed tank. The AGO pig launcher was intended to pig the AGO transfer lines to the terminal. It has never been used in favor of diesel flushing the AGO lines. Heat Exchangers HX1/2 Exchangers can be used to circulate the feed tanks through HX1/2 and pre-heat the feed to the splitters as an energy efficiency. This is not"
Node 35174,AGO Tanks 100-13/ 120-22/ 120-23 and Pumps,99-DWG-1829,HX1 & 2,9000 Area Heat Exchangers,"From 25134 Tank Farm Project PHA This node includes the AGO rundown from Splitter 1 and/or 2 to AGO Tanks TK-61869-13/ 120-22/23. Normal operation is three AGO tanks. One tank of the three tanks will be set as low, medium and high quality. AGO can be transferred between AGO Tanks via Recirculation Pump P-5. AGO Transfer Pumps P-3A/B send AGO to 38095"" pipeline to Galena Park Terminal ground or water shipping area, or return to a feed tank. The AGO pig launcher was intended to pig the AGO transfer lines to the terminal. It has never been used in favor of diesel flushing the AGO lines. Heat Exchangers HX1/2 Exchangers can be used to circulate the feed tanks through HX1/2 and pre-heat the feed to the splitters as an energy efficiency. This is not"
Node 35174,AGO Tanks 100-13/ 120-22/ 120-23 and Pumps,99-DWG-5787,MIX-85766,Mixer - AGO,"From 25134 Tank Farm Project PHA This node includes the AGO rundown from Splitter 1 and/or 2 to AGO Tanks TK-61869-13/ 120-22/23. Normal operation is three AGO tanks. One tank of the three tanks will be set as low, medium and high quality. AGO can be transferred between AGO Tanks via Recirculation Pump P-5. AGO Transfer Pumps P-3A/B send AGO to 38095"" pipeline to Galena Park Terminal ground or water shipping area, or return to a feed tank. The AGO pig launcher was intended to pig the AGO transfer lines to the terminal. It has never been used in favor of diesel flushing the AGO lines. Heat Exchangers HX1/2 Exchangers can be used to circulate the feed tanks through HX1/2 and pre-heat the feed to the splitters as an energy efficiency. This is not"
Node 35174,AGO Tanks 100-13/ 120-22/ 120-23 and Pumps,99-DWG-5787,TK-24946-22,Tank - AGO,"From 25134 Tank Farm Project PHA This node includes the AGO rundown from Splitter 1 and/or 2 to AGO Tanks TK-61869-13/ 120-22/23. Normal operation is three AGO tanks. One tank of the three tanks will be set as low, medium and high quality. AGO can be transferred between AGO Tanks via Recirculation Pump P-5. AGO Transfer Pumps P-3A/B send AGO to 38095"" pipeline to Galena Park Terminal ground or water shipping area, or return to a feed tank. The AGO pig launcher was intended to pig the AGO transfer lines to the terminal. It has never been used in favor of diesel flushing the AGO lines. Heat Exchangers HX1/2 Exchangers can be used to circulate the feed tanks through HX1/2 and pre-heat the feed to the splitters as an energy efficiency. This is not"
Node 35174,AGO Tanks 100-13/ 120-22/ 120-23 and Pumps,99-DWG-5787,HTR-85766A/B/C/D,Heaters - AGO,"From 25134 Tank Farm Project PHA This node includes the AGO rundown from Splitter 1 and/or 2 to AGO Tanks TK-61869-13/ 120-22/23. Normal operation is three AGO tanks. One tank of the three tanks will be set as low, medium and high quality. AGO can be transferred between AGO Tanks via Recirculation Pump P-5. AGO Transfer Pumps P-3A/B send AGO to 38095"" pipeline to Galena Park Terminal ground or water shipping area, or return to a feed tank. The AGO pig launcher was intended to pig the AGO transfer lines to the terminal. It has never been used in favor of diesel flushing the AGO lines. Heat Exchangers HX1/2 Exchangers can be used to circulate the feed tanks through HX1/2 and pre-heat the feed to the splitters as an energy efficiency. This is not"
Node 35174,AGO Tanks 100-13/ 120-22/ 120-23 and Pumps,99-DWG-4583,MIX-73158,Mixer - 9000 Area AGO Tank,"From 25134 Tank Farm Project PHA This node includes the AGO rundown from Splitter 1 and/or 2 to AGO Tanks TK-61869-13/ 120-22/23. Normal operation is three AGO tanks. One tank of the three tanks will be set as low, medium and high quality. AGO can be transferred between AGO Tanks via Recirculation Pump P-5. AGO Transfer Pumps P-3A/B send AGO to 38095"" pipeline to Galena Park Terminal ground or water shipping area, or return to a feed tank. The AGO pig launcher was intended to pig the AGO transfer lines to the terminal. It has never been used in favor of diesel flushing the AGO lines. Heat Exchangers HX1/2 Exchangers can be used to circulate the feed tanks through HX1/2 and pre-heat the feed to the splitters as an energy efficiency. This is not"
Node 35174,AGO Tanks 100-13/ 120-22/ 120-23 and Pumps,99-DWG-4583,TK-24946-23,Tank - 9000 Area AGO,"From 25134 Tank Farm Project PHA This node includes the AGO rundown from Splitter 1 and/or 2 to AGO Tanks TK-61869-13/ 120-22/23. Normal operation is three AGO tanks. One tank of the three tanks will be set as low, medium and high quality. AGO can be transferred between AGO Tanks via Recirculation Pump P-5. AGO Transfer Pumps P-3A/B send AGO to 38095"" pipeline to Galena Park Terminal ground or water shipping area, or return to a feed tank. The AGO pig launcher was intended to pig the AGO transfer lines to the terminal. It has never been used in favor of diesel flushing the AGO lines. Heat Exchangers HX1/2 Exchangers can be used to circulate the feed tanks through HX1/2 and pre-heat the feed to the splitters as an energy efficiency. This is not"
Node 35174,AGO Tanks 100-13/ 120-22/ 120-23 and Pumps,99-DWG-4583,HTR-73158A/B/C/D,Heaters - 9000 Area AGO,"From 25134 Tank Farm Project PHA This node includes the AGO rundown from Splitter 1 and/or 2 to AGO Tanks TK-61869-13/ 120-22/23. Normal operation is three AGO tanks. One tank of the three tanks will be set as low, medium and high quality. AGO can be transferred between AGO Tanks via Recirculation Pump P-5. AGO Transfer Pumps P-3A/B send AGO to 38095"" pipeline to Galena Park Terminal ground or water shipping area, or return to a feed tank. The AGO pig launcher was intended to pig the AGO transfer lines to the terminal. It has never been used in favor of diesel flushing the AGO lines. Heat Exchangers HX1/2 Exchangers can be used to circulate the feed tanks through HX1/2 and pre-heat the feed to the splitters as an energy efficiency. This is not"
Node 35174,AGO Tanks 100-13/ 120-22/ 120-23 and Pumps,99-DWG-5377,HTR-30860A/B/C/D,Heaters - 9000 Area AGO/Feedstock,"From 25134 Tank Farm Project PHA This node includes the AGO rundown from Splitter 1 and/or 2 to AGO Tanks TK-61869-13/ 120-22/23. Normal operation is three AGO tanks. One tank of the three tanks will be set as low, medium and high quality. AGO can be transferred between AGO Tanks via Recirculation Pump P-5. AGO Transfer Pumps P-3A/B send AGO to 38095"" pipeline to Galena Park Terminal ground or water shipping area, or return to a feed tank. The AGO pig launcher was intended to pig the AGO transfer lines to the terminal. It has never been used in favor of diesel flushing the AGO lines. Heat Exchangers HX1/2 Exchangers can be used to circulate the feed tanks through HX1/2 and pre-heat the feed to the splitters as an energy efficiency. This is not"
Node 35174,AGO Tanks 100-13/ 120-22/ 120-23 and Pumps,99-DWG-5377,TK61869-13,Tank - 9000 Area AGO/Feedstock,"From 25134 Tank Farm Project PHA This node includes the AGO rundown from Splitter 1 and/or 2 to AGO Tanks TK-61869-13/ 120-22/23. Normal operation is three AGO tanks. One tank of the three tanks will be set as low, medium and high quality. AGO can be transferred between AGO Tanks via Recirculation Pump P-5. AGO Transfer Pumps P-3A/B send AGO to 38095"" pipeline to Galena Park Terminal ground or water shipping area, or return to a feed tank. The AGO pig launcher was intended to pig the AGO transfer lines to the terminal. It has never been used in favor of diesel flushing the AGO lines. Heat Exchangers HX1/2 Exchangers can be used to circulate the feed tanks through HX1/2 and pre-heat the feed to the splitters as an energy efficiency. This is not"
Node 35174,AGO Tanks 100-13/ 120-22/ 120-23 and Pumps,99-DWG-5377,MIX-30860,Mixer - 9000 Area AGO/Feedstock Tank,"From 25134 Tank Farm Project PHA This node includes the AGO rundown from Splitter 1 and/or 2 to AGO Tanks TK-61869-13/ 120-22/23. Normal operation is three AGO tanks. One tank of the three tanks will be set as low, medium and high quality. AGO can be transferred between AGO Tanks via Recirculation Pump P-5. AGO Transfer Pumps P-3A/B send AGO to 38095"" pipeline to Galena Park Terminal ground or water shipping area, or return to a feed tank. The AGO pig launcher was intended to pig the AGO transfer lines to the terminal. It has never been used in favor of diesel flushing the AGO lines. Heat Exchangers HX1/2 Exchangers can be used to circulate the feed tanks through HX1/2 and pre-heat the feed to the splitters as an energy efficiency. This is not"
Node 35174,AGO Tanks 100-13/ 120-22/ 120-23 and Pumps,99-DWG-7189,P-3A/B,Pumps - 9000 Area AGO,"From 25134 Tank Farm Project PHA This node includes the AGO rundown from Splitter 1 and/or 2 to AGO Tanks TK-61869-13/ 120-22/23. Normal operation is three AGO tanks. One tank of the three tanks will be set as low, medium and high quality. AGO can be transferred between AGO Tanks via Recirculation Pump P-5. AGO Transfer Pumps P-3A/B send AGO to 38095"" pipeline to Galena Park Terminal ground or water shipping area, or return to a feed tank. The AGO pig launcher was intended to pig the AGO transfer lines to the terminal. It has never been used in favor of diesel flushing the AGO lines. Heat Exchangers HX1/2 Exchangers can be used to circulate the feed tanks through HX1/2 and pre-heat the feed to the splitters as an energy efficiency. This is not"
Node 35174,AGO Tanks 100-13/ 120-22/ 120-23 and Pumps,99-DWG-4009,P-6,Pump - 9000 Area Naphtha,"From 25134 Tank Farm Project PHA This node includes the AGO rundown from Splitter 1 and/or 2 to AGO Tanks TK-61869-13/ 120-22/23. Normal operation is three AGO tanks. One tank of the three tanks will be set as low, medium and high quality. AGO can be transferred between AGO Tanks via Recirculation Pump P-5. AGO Transfer Pumps P-3A/B send AGO to 38095"" pipeline to Galena Park Terminal ground or water shipping area, or return to a feed tank. The AGO pig launcher was intended to pig the AGO transfer lines to the terminal. It has never been used in favor of diesel flushing the AGO lines. Heat Exchangers HX1/2 Exchangers can be used to circulate the feed tanks through HX1/2 and pre-heat the feed to the splitters as an energy efficiency. This is not"
Node 35174,AGO Tanks 100-13/ 120-22/ 120-23 and Pumps,99-DWG-3095,P-7,Pump - 9000 Area Feedstock,"From 25134 Tank Farm Project PHA This node includes the AGO rundown from Splitter 1 and/or 2 to AGO Tanks TK-61869-13/ 120-22/23. Normal operation is three AGO tanks. One tank of the three tanks will be set as low, medium and high quality. AGO can be transferred between AGO Tanks via Recirculation Pump P-5. AGO Transfer Pumps P-3A/B send AGO to 38095"" pipeline to Galena Park Terminal ground or water shipping area, or return to a feed tank. The AGO pig launcher was intended to pig the AGO transfer lines to the terminal. It has never been used in favor of diesel flushing the AGO lines. Heat Exchangers HX1/2 Exchangers can be used to circulate the feed tanks through HX1/2 and pre-heat the feed to the splitters as an energy efficiency. This is not"
Node 35174,AGO Tanks 100-13/ 120-22/ 120-23 and Pumps,99-DWG-3095,TK-61869-14,Tank - 9000 Area Feedstock,"From 25134 Tank Farm Project PHA This node includes the AGO rundown from Splitter 1 and/or 2 to AGO Tanks TK-61869-13/ 120-22/23. Normal operation is three AGO tanks. One tank of the three tanks will be set as low, medium and high quality. AGO can be transferred between AGO Tanks via Recirculation Pump P-5. AGO Transfer Pumps P-3A/B send AGO to 38095"" pipeline to Galena Park Terminal ground or water shipping area, or return to a feed tank. The AGO pig launcher was intended to pig the AGO transfer lines to the terminal. It has never been used in favor of diesel flushing the AGO lines. Heat Exchangers HX1/2 Exchangers can be used to circulate the feed tanks through HX1/2 and pre-heat the feed to the splitters as an energy efficiency. This is not"
Node 35174,AGO Tanks 100-13/ 120-22/ 120-23 and Pumps,99-DWG-3095,MIX-40903,Mixer - 9000 Area Feedstock Tank,"From 25134 Tank Farm Project PHA This node includes the AGO rundown from Splitter 1 and/or 2 to AGO Tanks TK-61869-13/ 120-22/23. Normal operation is three AGO tanks. One tank of the three tanks will be set as low, medium and high quality. AGO can be transferred between AGO Tanks via Recirculation Pump P-5. AGO Transfer Pumps P-3A/B send AGO to 38095"" pipeline to Galena Park Terminal ground or water shipping area, or return to a feed tank. The AGO pig launcher was intended to pig the AGO transfer lines to the terminal. It has never been used in favor of diesel flushing the AGO lines. Heat Exchangers HX1/2 Exchangers can be used to circulate the feed tanks through HX1/2 and pre-heat the feed to the splitters as an energy efficiency. This is not"
Node 35174,AGO Tanks 100-13/ 120-22/ 120-23 and Pumps,99-DWG-3095 Redline,P-7,Pump - 9000 Area Feedstock,"From 25134 Tank Farm Project PHA This node includes the AGO rundown from Splitter 1 and/or 2 to AGO Tanks TK-61869-13/ 120-22/23. Normal operation is three AGO tanks. One tank of the three tanks will be set as low, medium and high quality. AGO can be transferred between AGO Tanks via Recirculation Pump P-5. AGO Transfer Pumps P-3A/B send AGO to 38095"" pipeline to Galena Park Terminal ground or water shipping area, or return to a feed tank. The AGO pig launcher was intended to pig the AGO transfer lines to the terminal. It has never been used in favor of diesel flushing the AGO lines. Heat Exchangers HX1/2 Exchangers can be used to circulate the feed tanks through HX1/2 and pre-heat the feed to the splitters as an energy efficiency. This is not"
Node 35174,AGO Tanks 100-13/ 120-22/ 120-23 and Pumps,99-DWG-3095 Redline,TK-61869-14,Tank - 9000 Area Feedstock,"From 25134 Tank Farm Project PHA This node includes the AGO rundown from Splitter 1 and/or 2 to AGO Tanks TK-61869-13/ 120-22/23. Normal operation is three AGO tanks. One tank of the three tanks will be set as low, medium and high quality. AGO can be transferred between AGO Tanks via Recirculation Pump P-5. AGO Transfer Pumps P-3A/B send AGO to 38095"" pipeline to Galena Park Terminal ground or water shipping area, or return to a feed tank. The AGO pig launcher was intended to pig the AGO transfer lines to the terminal. It has never been used in favor of diesel flushing the AGO lines. Heat Exchangers HX1/2 Exchangers can be used to circulate the feed tanks through HX1/2 and pre-heat the feed to the splitters as an energy efficiency. This is not"
Node 35174,AGO Tanks 100-13/ 120-22/ 120-23 and Pumps,99-DWG-3095 Redline,MIX-40903,Mixer - 9000 Area Feedstock Tank,"From 25134 Tank Farm Project PHA This node includes the AGO rundown from Splitter 1 and/or 2 to AGO Tanks TK-61869-13/ 120-22/23. Normal operation is three AGO tanks. One tank of the three tanks will be set as low, medium and high quality. AGO can be transferred between AGO Tanks via Recirculation Pump P-5. AGO Transfer Pumps P-3A/B send AGO to 38095"" pipeline to Galena Park Terminal ground or water shipping area, or return to a feed tank. The AGO pig launcher was intended to pig the AGO transfer lines to the terminal. It has never been used in favor of diesel flushing the AGO lines. Heat Exchangers HX1/2 Exchangers can be used to circulate the feed tanks through HX1/2 and pre-heat the feed to the splitters as an energy efficiency. This is not"
Node 35174,AGO Tanks 100-13/ 120-22/ 120-23 and Pumps,99-DWG-7131,P-5,Pump - 9000 Area AGO,"From 25134 Tank Farm Project PHA This node includes the AGO rundown from Splitter 1 and/or 2 to AGO Tanks TK-61869-13/ 120-22/23. Normal operation is three AGO tanks. One tank of the three tanks will be set as low, medium and high quality. AGO can be transferred between AGO Tanks via Recirculation Pump P-5. AGO Transfer Pumps P-3A/B send AGO to 38095"" pipeline to Galena Park Terminal ground or water shipping area, or return to a feed tank. The AGO pig launcher was intended to pig the AGO transfer lines to the terminal. It has never been used in favor of diesel flushing the AGO lines. Heat Exchangers HX1/2 Exchangers can be used to circulate the feed tanks through HX1/2 and pre-heat the feed to the splitters as an energy efficiency. This is not"
Node 35174,AGO Tanks 100-13/ 120-22/ 120-23 and Pumps,99-DWG-4133,TK-61869-15,Tank - 9000 Area Naphtha Heavy,"From 25134 Tank Farm Project PHA This node includes the AGO rundown from Splitter 1 and/or 2 to AGO Tanks TK-61869-13/ 120-22/23. Normal operation is three AGO tanks. One tank of the three tanks will be set as low, medium and high quality. AGO can be transferred between AGO Tanks via Recirculation Pump P-5. AGO Transfer Pumps P-3A/B send AGO to 38095"" pipeline to Galena Park Terminal ground or water shipping area, or return to a feed tank. The AGO pig launcher was intended to pig the AGO transfer lines to the terminal. It has never been used in favor of diesel flushing the AGO lines. Heat Exchangers HX1/2 Exchangers can be used to circulate the feed tanks through HX1/2 and pre-heat the feed to the splitters as an energy efficiency. This is not"
Node 35174,AGO Tanks 100-13/ 120-22/ 120-23 and Pumps,99-DWG-4133,MIX-85424,Mixer - 9000 Area Naphtha Heavy Tank,"From 25134 Tank Farm Project PHA This node includes the AGO rundown from Splitter 1 and/or 2 to AGO Tanks TK-61869-13/ 120-22/23. Normal operation is three AGO tanks. One tank of the three tanks will be set as low, medium and high quality. AGO can be transferred between AGO Tanks via Recirculation Pump P-5. AGO Transfer Pumps P-3A/B send AGO to 38095"" pipeline to Galena Park Terminal ground or water shipping area, or return to a feed tank. The AGO pig launcher was intended to pig the AGO transfer lines to the terminal. It has never been used in favor of diesel flushing the AGO lines. Heat Exchangers HX1/2 Exchangers can be used to circulate the feed tanks through HX1/2 and pre-heat the feed to the splitters as an energy efficiency. This is not"
Node 86555,Feed Tank and Feed Pumps PM-53688A/B/C,99-DWG-5353,TK-97415-1,Tank - 9000 Area Feedstock,"- Capacity = 200,130 Atm BBl - MDMT = 30 degF - Max Temp = 200 degF"
Node 86555,Feed Tank and Feed Pumps PM-53688A/B/C,99-DWG-5353,MIX-98749,Mixer - 9000 Area Feedstock Tank,"From 25134 Tank Farm Project PHA This node includes Feed Tanks TK- 200-1/2/3. Normal operation is three Feed tanks with no quality difference. The plant can be fed from 12"" Magellan line to all three tanks and TK-61869-14 and a 35796"" Kinder Morgan Condensate Crude KMCC line to all three tanks and TK-61869- 14. The Magellan line also includes a pig launcher that is operated by Galena Park. The pig launcher on the KMCC line is not operated by Galena Park. Feed can be transferred between Feed Tanks via Pump P-HX which send feed through the AGO Exchanger HX1/2. Feed Pumps PM- 111A/B/C send Feed to Splitter 1/2 from TK-97415-1/2/3. Feed can be transferred from TK-61869-14 to TK- 200-1/2/3 via P-7 and then through P-HX also through the AGO Exchanger HX1/2 which will be review in node 7. This node also includes the hydrocarbon header which is a maintenance drain from the splitter, removes liquid from flare knockout drum and is the relief header for the Feed Pumps PM- 111A/B/C thermal safeties. TK-97415-1/200-3: - Capacity = 200,130 Atm BBl - MDMT = 30 degF - Max Temp = 200 degF"
Node 86555,Feed Tank and Feed Pumps PM-53688A/B/C,99-DWG-8164,TK-97415-2,Tank - 9000 Area Feedstock,"From 25134 Tank Farm Project PHA This node includes Feed Tanks TK- 200-1/2/3. Normal operation is three Feed tanks with no quality difference. The plant can be fed from 12"" Magellan line to all three tanks and TK-61869-14 and a 35796"" Kinder Morgan Condensate Crude KMCC line to all three tanks and TK-61869- 14. The Magellan line also includes a pig launcher that is operated by Galena Park. The pig launcher on the KMCC line is not operated by Galena Park. Feed can be transferred between Feed Tanks via Pump P-HX which send feed through the AGO Exchanger HX1/2. Feed Pumps PM- 111A/B/C send Feed to Splitter 1/2 from TK-97415-1/2/3. Feed can be transferred from TK-61869-14 to TK- 200-1/2/3 via P-7 and then through P-HX also through the AGO Exchanger HX1/2 which will be review in node 7. This node also includes the hydrocarbon header which is a maintenance drain from the splitter, removes liquid from flare knockout drum and is the relief header for the Feed Pumps PM- 111A/B/C thermal safeties. TK-97415-1/200-3: - Capacity = 200,130 Atm BBl - MDMT = 30 degF - Max Temp = 200 degF"
Node 86555,Feed Tank and Feed Pumps PM-53688A/B/C,99-DWG-8164,MIX-50155,Mixer - 9000 Area Feedstock Tank,"From 25134 Tank Farm Project PHA This node includes Feed Tanks TK- 200-1/2/3. Normal operation is three Feed tanks with no quality difference. The plant can be fed from 12"" Magellan line to all three tanks and TK-61869-14 and a 35796"" Kinder Morgan Condensate Crude KMCC line to all three tanks and TK-61869- 14. The Magellan line also includes a pig launcher that is operated by Galena Park. The pig launcher on the KMCC line is not operated by Galena Park. Feed can be transferred between Feed Tanks via Pump P-HX which send feed through the AGO Exchanger HX1/2. Feed Pumps PM- 111A/B/C send Feed to Splitter 1/2 from TK-97415-1/2/3. Feed can be transferred from TK-61869-14 to TK- 200-1/2/3 via P-7 and then through P-HX also through the AGO Exchanger HX1/2 which will be review in node 7. This node also includes the hydrocarbon header which is a maintenance drain from the splitter, removes liquid from flare knockout drum and is the relief header for the Feed Pumps PM- 111A/B/C thermal safeties. TK-97415-1/200-3: - Capacity = 200,130 Atm BBl - MDMT = 30 degF - Max Temp = 200 degF"
Node 86555,Feed Tank and Feed Pumps PM-53688A/B/C,99-DWG-2929,TK-97415-3,Tank - 9000 Area Feedstock,"From 25134 Tank Farm Project PHA This node includes Feed Tanks TK- 200-1/2/3. Normal operation is three Feed tanks with no quality difference. The plant can be fed from 12"" Magellan line to all three tanks and TK-61869-14 and a 35796"" Kinder Morgan Condensate Crude KMCC line to all three tanks and TK-61869- 14. The Magellan line also includes a pig launcher that is operated by Galena Park. The pig launcher on the KMCC line is not operated by Galena Park. Feed can be transferred between Feed Tanks via Pump P-HX which send feed through the AGO Exchanger HX1/2. Feed Pumps PM- 111A/B/C send Feed to Splitter 1/2 from TK-97415-1/2/3. Feed can be transferred from TK-61869-14 to TK- 200-1/2/3 via P-7 and then through P-HX also through the AGO Exchanger HX1/2 which will be review in node 7. This node also includes the hydrocarbon header which is a maintenance drain from the splitter, removes liquid from flare knockout drum and is the relief header for the Feed Pumps PM- 111A/B/C thermal safeties. TK-97415-1/200-3: - Capacity = 200,130 Atm BBl - MDMT = 30 degF - Max Temp = 200 degF"
Node 86555,Feed Tank and Feed Pumps PM-53688A/B/C,99-DWG-2929,MIX-74045,Mixer - 9000 Area Feedstock Tank,"From 25134 Tank Farm Project PHA This node includes Feed Tanks TK- 200-1/2/3. Normal operation is three Feed tanks with no quality difference. The plant can be fed from 12"" Magellan line to all three tanks and TK-61869-14 and a 35796"" Kinder Morgan Condensate Crude KMCC line to all three tanks and TK-61869- 14. The Magellan line also includes a pig launcher that is operated by Galena Park. The pig launcher on the KMCC line is not operated by Galena Park. Feed can be transferred between Feed Tanks via Pump P-HX which send feed through the AGO Exchanger HX1/2. Feed Pumps PM- 111A/B/C send Feed to Splitter 1/2 from TK-97415-1/2/3. Feed can be transferred from TK-61869-14 to TK- 200-1/2/3 via P-7 and then through P-HX also through the AGO Exchanger HX1/2 which will be review in node 7. This node also includes the hydrocarbon header which is a maintenance drain from the splitter, removes liquid from flare knockout drum and is the relief header for the Feed Pumps PM- 111A/B/C thermal safeties. TK-97415-1/200-3: - Capacity = 200,130 Atm BBl - MDMT = 30 degF - Max Temp = 200 degF"
